Unnamed: 0,channelId,videoId,textDisplay,textOriginal,authorDisplayName,authorProfileImageUrl,authorChannelUrl,authorChannelId,canRate,viewerRating,likeCount,publishedAt,updatedAt,is_reply,label
14562,UC-z1ubmS-iHMVr83EEwRS2g,fNX6Gu2F7A8,rich brian udh susah diajak gini lg kali y?,rich brian udh susah diajak gini kali,@abdulrohman-fu5ff,https://yt3.ggpht.com/ytc/AIdro_l-Fxzgu4ntqOcrYtoXzi8BaPylTEuXP9ByJYXoxoxWLxg=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/@abdulrohman-fu5ff,{'value': 'UCAJH6xhP5KCL41Z_m7W8QIw'},True,none,0,2018-12-14T15:21:11Z,2018-12-14T15:21:11Z,False,
11431,UC-z1ubmS-iHMVr83EEwRS2g,fNX6Gu2F7A8,"Im from future, im from 2019",im from future im from,@ruditapuspitasari4455,https://yt3.ggpht.com/ytc/AIdro_lSqoAYBWwo9LG2hZZT2m11wh4K29miU9ugK0KRkVQpgw=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/@ruditapuspitasari4455,{'value': 'UCTXJTjC6JF9eUi9shrsRlrg'},True,none,0,2019-04-30T14:21:20Z,2019-04-30T14:21:20Z,False,
8369,UC-z1ubmS-iHMVr83EEwRS2g,fNX6Gu2F7A8,Yang muncul lagi di beranda tahun 2020 sapa hayo kek aku kuy rewind 2020,muncul di beranda tahun sapa hayo kek aku kuy rewind,@zakariaalnsori,https://yt3.ggpht.com/ytc/AIdro_k5pjsCcr5m5Xgbbiv_xrruRnXKQsm9LjeTNwyr6EoYefoN=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/@zakariaalnsori,{'value': 'UCaZt7Ul_m3mj2tCHeEalxFA'},True,none,0,2020-07-06T13:22:55Z,2020-07-06T13:22:55Z,False,
4482,UC-z1ubmS-iHMVr83EEwRS2g,fNX6Gu2F7A8,Dari sini kita tau ternyata artis yg memulai youtube duluan itu daddy corbuzer .,sini tau ternyata artis memulai youtube duluan dady corbuzer,@kikkycargo9433,https://yt3.ggpht.com/ytc/AIdro_nxSU71DgDqhlABtfq8lhNAkBhJGx4hBGR3zKhMNj8=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/@kikkycargo9433,{'value': 'UCXQfZFpv-ys44GAzVArzT3g'},True,none,1,2020-12-30T06:24:53Z,2020-12-30T06:24:53Z,False,
29933,UC-z1ubmS-iHMVr83EEwRS2g,fNX6Gu2F7A8,Gak bosan nonton ber kli-kli..,gak bosan nonton ber klikli,@mickoprathomo2162,https://yt3.ggpht.com/ytc/AIdro_neU8O21uj9bWNzl5O663Hb5SlJI_DJTISeTloD_Eo=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/@mickoprathomo2162,{'value': 'UCO9uNOVOJmM1ivro2BCkUsw'},True,none,0,2015-12-26T01:21:45Z,2015-12-26T01:21:45Z,False,
8439,UC-z1ubmS-iHMVr83EEwRS2g,fNX6Gu2F7A8,Saat youtube tidak dipenuhi komentar para pemburu giveaway dan penuh dengan komentar berbobot,sat youtube dipenuhi komentar pemburu giveaway penuh komentar berbobot,@gravinhotasi175,https://yt3.ggpht.com/ytc/AIdro_ko1D-iE-c9g10mGZrcmDW7RyrRxSqKiQji4r1yJgbnK42w=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/@gravinhotasi175,{'value': 'UCZXH8LoB5tvA1zzNpyqJZBA'},True,none,1,2020-07-05T12:21:41Z,2020-07-05T12:21:41Z,False,
14677,UC-z1ubmS-iHMVr83EEwRS2g,fNX6Gu2F7A8,Kangen rezaaa,kangen reza,@gitaapriyanti8180,https://yt3.ggpht.com/ytc/AIdro_l5UlNk58MaELHQLXHmv5hceyzlz_BGmgBq6ZwwoMbzGgE=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/@gitaapriyanti8180,{'value': 'UCA6E17Cb9q0vK8sqKgca63Q'},True,none,0,2018-12-14T12:10:42Z,2018-12-14T12:10:42Z,False,
38914,UC-z1ubmS-iHMVr83EEwRS2g,fNX6Gu2F7A8,Boom 💥<br><br>Gila keren banget👍,bom gila keren banget,@haerulshihab3127,https://yt3.ggpht.com/ytc/AIdro_m_sNF4hsxWmc3vU_TdZ_xKaASB-XKKFPXcodl-ITF1iIY=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/@haerulshihab3127,{'value': 'UCZfK75juyHv1w8k4WjKyCaA'},True,none,0,2015-12-11T06:20:49Z,2015-12-11T06:20:49Z,False,
29635,UC-z1ubmS-iHMVr83EEwRS2g,fNX6Gu2F7A8,"Itu di menit <a href=""https://www.youtube.com/watch?v=fNX6Gu2F7A8&amp;t=152"">2:32</a> young lex bukan?",di menit young lex bukan,@agisaprian492,https://yt3.ggpht.com/ytc/AIdro_mKvtz4VR08ySFmIJrcOoTSojf14VMSq5IIDwU5xl5iug=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/@agisaprian492,{'value': 'UCarU_dnimgftGIB1ssRYxIg'},True,none,0,2015-12-28T01:47:33Z,2015-12-28T01:47:33Z,False,
29767,UC-z1ubmS-iHMVr83EEwRS2g,fNX6Gu2F7A8,aulion part 👌👌👌👌kewl!,aulion part kewl,@juliecorleone8098,https://yt3.ggpht.com/ytc/AIdro_kVS_bPJZXvsCyKmDnYH59eYgASTReKnqgrK_WXkf7i8RI=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/@juliecorleone8098,{'value': 'UCaFQqGeRvEv1rs8wUFBLeoQ'},True,none,0,2015-12-27T04:23:06Z,2015-12-27T04:23:06Z,False,
16677,UC-z1ubmS-iHMVr83EEwRS2g,fNX6Gu2F7A8,ini keren dibanding youtubers sekarang. sensasi mulu jir,keren dibanding youtubers sekarang sensasi mulu jir,@jihanfarah7816,https://yt3.ggpht.com/ytc/AIdro_kn_6fOs1Gbx3BClAGmxTuIvnzgzLKYamePMmv_BsY=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/@jihanfarah7816,{'value': 'UCFAWzP-GQRqb9U9Mw4wv6ig'},True,none,0,2018-09-13T21:04:16Z,2018-09-13T21:04:16Z,False,
7566,UC-z1ubmS-iHMVr83EEwRS2g,fNX6Gu2F7A8,Gw rindu taun 2015 dimana gw blum brokenhome dan corona ga ada :),gw rindu taun saya blum brokenhome corona ga,@kuninghitambiru6976,https://yt3.ggpht.com/82pZnWX4vorgV-xis1fW3O6UhbWX27z7mjjkdVgRUYz37dIO3PccmRsfX1IQwp3eABn0w5fMYiU=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/@kuninghitambiru6976,{'value': 'UC_51BxdYVQFaZ8x1iPA7-6g'},True,none,0,2020-08-09T22:46:08Z,2020-08-09T22:46:08Z,False,
4356,UC-z1ubmS-iHMVr83EEwRS2g,fNX6Gu2F7A8,emg itu rich brian beneran ?,emg rich brian beneran,@purnamaputra8526,https://yt3.ggpht.com/ytc/AIdro_kEwsikVA6jRVwxN034ppOwnpdtqKFz4S9muDKbyCpYNNQ=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/@purnamaputra8526,{'value': 'UC_VkVlOHEu9u10dDqa1nUqA'},True,none,0,2020-12-30T11:47:37Z,2020-12-30T11:47:37Z,False,
32364,UC-z1ubmS-iHMVr83EEwRS2g,fNX6Gu2F7A8,Candraliauw banyak banget,candraliauw banyak banget,@max_cookiecream7242,https://yt3.ggpht.com/ytc/AIdro_mqPfjJJPsa2oaKhpBNnVuq_WI3PgYxBb8EJtQa-nyMhyA=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/@max_cookiecream7242,{'value': 'UCPLIb_hPj-P_PrtrJyhWuDg'},True,none,0,2015-12-15T09:22:17Z,2015-12-15T09:22:17Z,False,
7306,UC-z1ubmS-iHMVr83EEwRS2g,fNX6Gu2F7A8,Richbryan:))))),richbryan,@its._me8015,https://yt3.ggpht.com/-MnfVQw9BAhhdN9yIocV6DVfsaHWlb6QyFfgP_-W93SqmT2h-kFHsiVOh6VUMl3xdiYXXCEHxQ=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/@its._me8015,{'value': 'UC9p4zNiVEoqBRy_GDdAjjtQ'},True,none,0,2020-08-18T10:30:11Z,2020-08-18T10:30:11Z,False,
20128,UC-z1ubmS-iHMVr83EEwRS2g,fNX6Gu2F7A8,jdi ini tuh masukin lagu lagu yg lagi trend gituu,jdi tuh masukin lagu lagu lagi trend gitu,@jejeuda7732,https://yt3.ggpht.com/ytc/AIdro_kTLMPBHBx6p0I6Pkc_OVs08xjoIimzFiXK4yKkqifoew=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/@jejeuda7732,{'value': 'UCACoqqqm6n0pCsuw0f7MmHg'},True,none,0,2016-12-15T11:31:40Z,2016-12-15T11:31:40Z,False,
13131,UC-z1ubmS-iHMVr83EEwRS2g,fNX6Gu2F7A8,ytr 2018 bagus di editing doang bayak yg ikut tapi cuman jadi penonton hahaha,ytr bagus editing doang bayak ikut cuman jadi penonton hahaha,@boy_arif24,https://yt3.ggpht.com/ytc/AIdro_kvERb_OMqr0X51vADGQnW6hOCyIso01_JBPrfs1aS05pI=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/@boy_arif24,{'value': 'UC9CgPjLAW9wBin3Wb-bU-2A'},True,none,1,2018-12-16T05:52:07Z,2018-12-16T05:52:07Z,False,
21764,UC-z1ubmS-iHMVr83EEwRS2g,fNX6Gu2F7A8,wp remixnya,wp remixnya,@cyancake6393,https://yt3.ggpht.com/ytc/AIdro_lgKTVWNUpmYTYdcKBoJ_MVk0U6GQLdEp1lVdKiRbuWSg=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/@cyancake6393,{'value': 'UCEU4dc6npmzDx0BSnbRQCPQ'},True,none,0,2016-09-21T05:24:15Z,2016-09-21T05:24:15Z,False,
9288,UC-z1ubmS-iHMVr83EEwRS2g,fNX6Gu2F7A8,"<a href=""https://www.youtube.com/watch?v=fNX6Gu2F7A8&amp;t=53"">0:53</a>",,@miftahrahman7749,https://yt3.ggpht.com/ytc/AIdro_ltPuner3u_-8L5NGjvvoqxb21ocA9ojq7NE2LNyI4nx0Ic=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/@miftahrahman7749,{'value': 'UClXwZGUBxskhodPV9b7d8Ng'},True,none,0,2020-04-13T05:36:34Z,2020-04-13T05:36:34Z,False,
36748,UC-z1ubmS-iHMVr83EEwRS2g,fNX6Gu2F7A8,YOUNG LEX :v,young lex,@gabrielakbar9953,https://yt3.ggpht.com/ytc/AIdro_k_ci9moQwx5PNCBObobokG7dcCV2l2JkMy35klgG7ZEh0=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/@gabrielakbar9953,{'value': 'UCWvP54XiWvnZ9BZ8887Xh9g'},True,none,0,2015-12-11T10:30:47Z,2015-12-11T10:30:47Z,False,
28165,UC-z1ubmS-iHMVr83EEwRS2g,fNX6Gu2F7A8,Bang mau lagu mashup nya dong,bang mau lagu mashup nya dong,@017_dimasavrizal3,https://yt3.ggpht.com/ytc/AIdro_kaFuF2Rt4El-V_T9jsxYTl5-6Cr-IuEz5vlk9ZhCqdhQ=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/@017_dimasavrizal3,{'value': 'UCibQ0mEvpIyuXjkVw-Jj4cg'},True,none,0,2016-01-07T13:03:14Z,2016-01-07T13:03:14Z,False,
27459,UC-z1ubmS-iHMVr83EEwRS2g,watch me SILENTO,watch me SILENTO,ugirrxdmzuehgcoaec,@PesantrenDarulKaromahMandaran,https://yt3.ggpht.com/ytc/AIdro_koXs6RcAvmH8yRMPqHHRBFqsmZUrC3P8B4CBuRNnq7BNA=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/@PesantrenDarulKaromahMandaran,{'value': 'UCrLVSY9Po0x5jdrONChOJzg'},True,none,0,2016-01-17T03:31:03Z,2016-01-17T03:31:03Z,True,
15265,UC-z1ubmS-iHMVr83EEwRS2g,fNX6Gu2F7A8,udh lama main youtube kok gtw ginian ya wkwk,udh lama main youtube gtw ginian wkwk,@richawahyuni,https://yt3.ggpht.com/UnYHEo0_f9bzUbDa7FeeGCNZ9OodkF45XgV4M3ZLOnel1WZ1jqOczW6ZFC0OX4_Rk7SRrGiPFRo=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/@richawahyuni,{'value': 'UCdwzyR02ubgnKIrHebnsdlw'},True,none,0,2018-12-08T10:56:11Z,2018-12-08T10:56:11Z,False,
4068,UC-z1ubmS-iHMVr83EEwRS2g,fNX6Gu2F7A8,Youtube Recomendations awokawok,youtube recomendations awokawok,@prads3069,https://yt3.ggpht.com/ptSZ7z141aHgszfsSWxaNMF2wiR1CsJGEcz_HuZ2fJvl8gEcoj5ZuZUAGejLMyfzv8vKMgdS15I=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/@prads3069,{'value': 'UCyaVe3tPXQmKlHU5W9IBngg'},True,none,0,2020-12-31T03:14:51Z,2020-12-31T03:14:51Z,False,
10810,UC-z1ubmS-iHMVr83EEwRS2g,fNX6Gu2F7A8,"OMG !!! Kesasar sampe sini, and sorry gue baru tau ternyata di youtube rewind 2015 ada rich brian.  10 agustus 2019 nih, ada yg  kesasar juga gak ??🤣",omg kesasar sampe sini and sory gue baru tau ternyata youtube rewind rich brian agustus nih yang kesasar gak,@peachypeach1367,https://yt3.ggpht.com/ytc/AIdro_m2bCQW9VVRbWs5GgouiH2uEkl0VOuJeboSFrBD090MuA=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/@peachypeach1367,{'value': 'UCuGwQ8nCSLOzndKq6sGEVwQ'},True,none,0,2019-08-10T04:07:40Z,2019-08-10T04:07:40Z,False,
1715,UC-z1ubmS-iHMVr83EEwRS2g,fNX6Gu2F7A8,Masih ada Yang nonton tahun baru 2022,ada nonton tahun baru,@GOSONG565,https://yt3.ggpht.com/ytc/AIdro_kA-6n7IlZfStP35W2QCAQHIaGl7CMOPMy1MalqGj3UNAQ=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/@GOSONG565,{'value': 'UCZfEP79I8CecriNP0ds7m7w'},True,none,0,2022-01-01T01:31:04Z,2022-01-01T01:31:04Z,False,
7575,UC-z1ubmS-iHMVr83EEwRS2g,fNX6Gu2F7A8,Semua berubah ketika drama bermunculan,semua berubah drama bermunculan,@loocypher8519,https://yt3.ggpht.com/ytc/AIdro_nEjXMlFOIlLpxIW6DfguCbrXMQBiMs5JTFu7d3LEDVmnk=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/@loocypher8519,{'value': 'UCgW0ufQdW6uU19XFj53zV_w'},True,none,0,2020-08-09T15:13:00Z,2020-08-09T15:13:00Z,False,
29246,UC-z1ubmS-iHMVr83EEwRS2g,"tonton aja kak &quot;YOUTUBE REWIND (nonton bareng)&quot;, channel edhozell, pasti tau alasan kak edhozell nggak ada 😊","tonton aja kak ""YOUTUBE REWIND (nonton bareng)"", channel edhozell, pasti tau alasan kak edhozell nggak ada 😊",ugfmlolngcoaec,@Nanda-ke9qx,https://yt3.ggpht.com/ytc/AIdro_loR_RTw1LxuRuocCY502eKLyKxLDJEDNupY6JL6lMLYe0=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/@Nanda-ke9qx,{'value': 'UCX_qThiWmjDAQC-v6CTuVwg'},True,none,1,2015-12-30T05:23:34Z,2015-12-30T05:23:34Z,True,
6434,UC-z1ubmS-iHMVr83EEwRS2g,fNX6Gu2F7A8,Setelah 5 tahun baru ku sadar ada rich brian,tahun baru ku sadar rich brian,@zakiksmal7146,https://yt3.ggpht.com/ytc/AIdro_mUbF23fhv-bopg-NUEG4PnqsQ7e4pvNyAFijd4JRI=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/@zakiksmal7146,{'value': 'UCvdobbjfIUKxI3axx-U0tNQ'},True,none,1,2020-12-28T00:30:54Z,2020-12-28T00:30:54Z,False,
25430,UC-z1ubmS-iHMVr83EEwRS2g,fNX6Gu2F7A8,"hahaha menit <a href=""https://www.youtube.com/watch?v=fNX6Gu2F7A8&amp;t=208"">03:28</a> &quot;justin bieber kw&quot;",hahaha menit justin bieber kw,@dha2346,https://yt3.ggpht.com/ytc/AIdro_nWERF0idGMqjf7hMsBi6D-0_lUd_oiPBQrRrgBp7UraQ=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/@dha2346,{'value': 'UCp-31d24MnqBT3zhacHum4w'},True,none,0,2016-03-17T09:51:33Z,2016-03-17T09:51:33Z,False,
34549,UC-z1ubmS-iHMVr83EEwRS2g,fNX6Gu2F7A8,Booooom kabooomm disitu kadang merasa senang dan bangga melihat hasil karya anak bangsa melalui Youtube oleh Youtuber Indonesia yang gak kalah Gokill! Gak Kalah Rame! dan WOW ! Salut For All Youtubers Indonesia :D,bom kabom disitu kadang merasa senang banga melihat hasil karya anak bangsa melalui youtube youtuber indonesia tidak kalah gokil gak kalah rame wow salut for al youtubers indonesia,@chairillazzuardi3107,https://yt3.ggpht.com/ytc/AIdro_lLxc2DZ0sgCGbRXFfpLewLuBJ6EAQFCYKezbxXb5kTblo=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/@chairillazzuardi3107,{'value': 'UCeTiZaaeBd41CIgRmEk0iIg'},True,none,0,2015-12-12T14:22:23Z,2015-12-12T14:22:23Z,False,
2743,UC-z1ubmS-iHMVr83EEwRS2g,fNX6Gu2F7A8,masi jaman jaman  nya gads game,masi jaman jaman nya gads game,@fahridenupratama2708,https://yt3.ggpht.com/QXtTfdDsnx0uBh-TN7qo0bO1QXRG7HehjXWuA3T6zWhoXg5G0C30JLFFbs7AlxJeLwyFYmze=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/@fahridenupratama2708,{'value': 'UCYU12OHt1ofPvY3pY3G1igA'},True,none,1,2021-01-07T05:55:20Z,2021-01-07T05:55:20Z,False,
12396,UC-z1ubmS-iHMVr83EEwRS2g,fNX6Gu2F7A8,Masih ini sih yg terbest,ini sih terbest,@hazmimoch5664,https://yt3.ggpht.com/ytc/AIdro_ksN7e-kFpQLOBV3d27mmZar_S_ebMQrPgBP6-5euA=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/@hazmimoch5664,{'value': 'UCEInF53YDcv1Q1iIzM7RfHA'},True,none,0,2018-12-18T11:26:56Z,2018-12-18T11:26:56Z,False,
7775,UC-z1ubmS-iHMVr83EEwRS2g,cameo bro,cameo bro,ugwhvdzahmdigustaaabag,@muhammadzamir2089,https://yt3.ggpht.com/ytc/AIdro_k4uOvk3cQ348bglC9jwLISFUWIGr3AyPyvfSFfIT4=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/@muhammadzamir2089,{'value': 'UC95UVnm_KLiRElHdqo_GSqg'},True,none,0,2020-07-22T13:54:33Z,2020-07-22T13:54:33Z,True,
13285,UC-z1ubmS-iHMVr83EEwRS2g,fNX6Gu2F7A8,Judul lagu yang dipake apa aja? <br>.<br>.<br>.<br>.<br>.<br>?,judul lagu dipake apa aja,@armandezpz8537,https://yt3.ggpht.com/ytc/AIdro_mGPc0mqSq1lDpXxay7t-cQ5baaL7FgE-73IPfq2ZPSCg=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/@armandezpz8537,{'value': 'UCUxjTfUjmkumJkYL21lz7-A'},True,none,0,2018-12-15T17:13:11Z,2018-12-15T17:13:11Z,False,
30061,UC-z1ubmS-iHMVr83EEwRS2g,fNX6Gu2F7A8,song please,song please,@gantengbanget9210,https://yt3.ggpht.com/ytc/AIdro_nugGWCLlZRznrcTM7eFyZhkp0sQKY7JkEG40e-mZw=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/@gantengbanget9210,{'value': 'UCfxLITIt3vTs_vKNuYzgcgw'},True,none,0,2015-12-25T03:03:46Z,2015-12-25T03:03:46Z,False,
38444,UC-z1ubmS-iHMVr83EEwRS2g,fNX6Gu2F7A8,BOOM BOOM finally,bom bom finaly,@auliarahman8221,https://yt3.ggpht.com/ytc/AIdro_leV9jopNAVKMn7-wpo5YcURSLnk9WpO84w6EtqbI237A=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/@auliarahman8221,{'value': 'UCRHOzy3nnjSdRAqNLvz60QA'},True,none,0,2015-12-11T06:39:28Z,2015-12-11T06:39:28Z,False,
19647,UC-z1ubmS-iHMVr83EEwRS2g,fNX6Gu2F7A8,Bagusan ini daripada yang 2016.. aku dislike yang 2016 sorry :(,bagusan daripada aku dislike sory,@vano1708,https://yt3.ggpht.com/ytc/AIdro_mFFnQruhB8I0J8QLZkSXmgMF8HDytZWkNb1xa9N3Mo874=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/@vano1708,{'value': 'UCOihQCW50fTA8OeVo5A41QA'},True,none,63,2016-12-18T13:00:13Z,2016-12-18T13:00:13Z,False,
30410,UC-z1ubmS-iHMVr83EEwRS2g,fNX6Gu2F7A8,Lagu apa aja ya yg di bawah di video tu,lagu apa aja yang bawah video tu,@anggakurniawan939,https://yt3.ggpht.com/ytc/AIdro_kUIv6REjAS5O08_9Vt4M633vR7ZnrBADVXKhSfpnzyAgE=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/@anggakurniawan939,{'value': 'UC2JWDrrvDJfqIWtsK9HudLA'},True,none,0,2015-12-22T13:42:02Z,2015-12-22T13:42:02Z,False,
22522,UC-z1ubmS-iHMVr83EEwRS2g,fNX6Gu2F7A8,aku suka banget pas aulion  bagus banget sama yang bareng bareng,aku suka banget pas aulion bagus banget sama bareng bareng,@medychannel4720,https://yt3.ggpht.com/ytc/AIdro_lQDK-XpXiw30SogjnSg6RPJ2-5fhOxNLGxFW_uvR5QUt0=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/@medychannel4720,{'value': 'UCJyhiDpOKR0bbkzoQ2rEmag'},True,none,0,2016-07-19T04:33:33Z,2016-07-19T04:33:33Z,False,
11390,UC-z1ubmS-iHMVr83EEwRS2g,fNX6Gu2F7A8,Tommy ngapain dah,tomy ngapain dah,@winterdose,https://yt3.ggpht.com/nkI2oWuqSdlkCnoziCh6aTy6ULildQr2ecRGqFOS2tesnX6MTk4E5A49aHmp7UCnh39mMoAqBw=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/@winterdose,{'value': 'UC4gQqBOwd4zYV6u0xY0JScA'},True,none,0,2019-05-12T06:11:32Z,2019-05-12T06:11:32Z,False,
17808,UC-z1ubmS-iHMVr83EEwRS2g,fNX6Gu2F7A8,Cek chenel saya,cek chenel,@tamatgotchi0955,https://yt3.ggpht.com/ytc/AIdro_l72EIywuMOXGYJ_bQUBILAU-b_t7JrBAUQjPfJtWEvYg=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/@tamatgotchi0955,{'value': 'UC9Iiit5vCQV4EFugRmdZm_Q'},True,none,0,2017-12-12T09:34:04Z,2017-12-12T09:34:04Z,False,
28162,UC-z1ubmS-iHMVr83EEwRS2g,fNX6Gu2F7A8,baju pink yang  mana anying :v,baju pink mana anying,@cahayasuksma3448,https://yt3.ggpht.com/ytc/AIdro_nvM9krOxeoqmbyr26DkCtj6vcn25SMGdXtYny0O5EN5yw=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/@cahayasuksma3448,{'value': 'UCYBNmOG6xrdm5ZYn1mkU_XA'},True,none,0,2016-01-07T13:56:15Z,2016-01-07T13:56:15Z,False,
838,UC-z1ubmS-iHMVr83EEwRS2g,"dah gw tebak, pasti ada aja npc yg komen kyk gini","dah gw tebak, pasti ada aja npc yg komen kyk gini",ugywetkstbtetxaaabag,@imampaika16,https://yt3.ggpht.com/ilDDwqr5nrCKSkARcaIonICpW81cZ5UU1z3Muy8Tc8eJvFg5kXPVbHZXHJjNA3TgkaGr8NP9S6k=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/@imampaika16,{'value': 'UC74Qy6Yaxs8kcH4O2u6o2PQ'},True,none,2,2022-12-31T19:08:48Z,2022-12-31T19:08:48Z,True,
6093,UC-z1ubmS-iHMVr83EEwRS2g,fNX6Gu2F7A8,"Yg nonton rewind 2020 terus pengen flashback nontonin semua rewind,,absen😅",yg nonton rewind terus pengen flashback nontonin semua rewindabsen,@firandaa,https://yt3.ggpht.com/ytc/AIdro_mFgKf11Zfml5bGA8IsRwufBM21hwNq5ICMBxwJb0zyX6Y=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/@firandaa,{'value': 'UC6JaJWCGcOxYybz-vPc2wSw'},True,none,0,2020-12-28T20:24:26Z,2020-12-28T20:24:26Z,False,
34457,UC-z1ubmS-iHMVr83EEwRS2g,fNX6Gu2F7A8,supporttttttt,suport,@yvesdakempo1,https://yt3.ggpht.com/ytc/AIdro_nvZBBI65_Q1XcE1lpR3W_TRYsNNnIcEzqIZIxGmafiPw=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/@yvesdakempo1,{'value': 'UC1on57BLvbDtkvgjBEzcpmw'},True,none,0,2015-12-12T16:01:44Z,2015-12-12T16:01:44Z,False,
16799,UC-z1ubmS-iHMVr83EEwRS2g,fNX6Gu2F7A8,Pastinya YT Rewind Indo 2018: gaming+drama,pastinya yt rewind indo gamingdrama,@henhen8384,https://yt3.ggpht.com/ytc/AIdro_k5lsWuNKzPjbkzRqZtPGjpnTBNdMXHksQv-gHOaHev6w=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/@henhen8384,{'value': 'UC6Azrtt0QLqKdqFg-tTrmcg'},True,none,0,2018-09-13T11:15:16Z,2018-09-13T11:15:16Z,False,
22876,UC-z1ubmS-iHMVr83EEwRS2g,fNX6Gu2F7A8,tara arts gak ada,tara arts ada,@hanifularan458,https://yt3.ggpht.com/ytc/AIdro_lgPaZ7RMhUfeqOh8jGXpZn2uV59ete-BZ7Myv1ExU=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/@hanifularan458,{'value': 'UC56IM7engso2VedhdPmNLLw'},True,none,0,2016-07-04T08:08:38Z,2016-07-04T08:08:38Z,False,
9573,UC-z1ubmS-iHMVr83EEwRS2g,fNX6Gu2F7A8,1 Januari 2020?,januari,@ryan_ridoni,https://yt3.ggpht.com/DkRCVqUuJfaDqXlC2oNdXu2WhX2g1bbhU9r7dCz1gh84VS5kqCvywgl1_3WBXM5xa1xYUieEMQ=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/@ryan_ridoni,{'value': 'UCXmvMlGTw0IY1sgMx_rsE7A'},True,none,1,2020-01-01T04:05:38Z,2020-01-01T04:05:38Z,False,
15440,UC-z1ubmS-iHMVr83EEwRS2g,fNX6Gu2F7A8,Saya masih menunggu janji ericko lim dkk,masih menungu janji ericko lim dk,@broken5885,https://yt3.ggpht.com/ytc/AIdro_lCc9tVf29h8vY5dT5dlCOyAgNesnpaaOq8LzHLjuiwyg=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/@broken5885,{'value': 'UCdRpjVPZ_nzcubnIZ2ptK2A'},True,none,0,2018-12-05T09:19:36Z,2018-12-05T09:19:36Z,False,
39606,UC-z1ubmS-iHMVr83EEwRS2g,fNX6Gu2F7A8,ke 19,,@khalifahamani3807,https://yt3.ggpht.com/ytc/AIdro_leG8ZiT9hoUL1w6k0QP315E_OZ8nAcNjF51vcwwOqZYFI=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/@khalifahamani3807,{'value': 'UC2oaKgIDTQS2qARJD9YKkog'},True,none,0,2015-12-11T06:04:42Z,2015-12-11T06:04:42Z,False,
